Date,Title,Artist
30/07/2000,Maria Maria,Santana et The Product G and B
06/08/2000,Maria Maria,Santana et The Product G and B
13/08/2000,Maria Maria,Santana et The Product G and B
20/08/2000,Maria Maria,Santana et The Product G and B
27/08/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
03/09/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
10/09/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
17/09/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
24/09/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
01/10/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
08/10/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
15/10/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
22/10/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
29/10/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
05/11/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
12/11/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
19/11/2000,One More Time,Daft Punk
26/11/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
03/12/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
10/12/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
17/12/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
24/12/2000,Les Rois du monde,"Grégori Baquet, Damien Sargue et Philippe d'Avilla"
31/12/2000,L'Alizé,Alizée
07/01/2001,L'Alizé,Alizée
14/01/2001,Seul,Garou
21/01/2001,Seul,Garou
28/01/2001,Seul,Garou
04/02/2001,Seul,Garou
11/02/2001,Seul,Garou
18/02/2001,Seul,Garou
25/02/2001,Seul,Garou
04/03/2001,Seul,Garou
11/03/2001,Seul,Garou
18/03/2001,Seul,Garou
25/03/2001,Seul,Garou
01/04/2001,It Wasn't Me,Shaggy
08/04/2001,It Wasn't Me,Shaggy
15/04/2001,It Wasn't Me,Shaggy
22/04/2001,It Wasn't Me,Shaggy
29/04/2001,It Wasn't Me,Shaggy
06/05/2001,It Wasn't Me,Shaggy
13/05/2001,It Wasn't Me,Shaggy
11/03/2001,It Wasn't Me,Shaggy
18/03/2001,It Wasn't Me,Shaggy
25/03/2001,It Wasn't Me,Shaggy
01/04/2001,Hasta la vista,Mc Solaar
08/04/2001,Hasta la vista,Mc Solaar
15/04/2001,Hasta la vista,Mc Solaar
22/04/2001,Hasta la vista,Mc Solaar
29/04/2001,Hasta la vista,Mc Solaar
06/05/2001,Up and down - leur hymne officiel,Les Lofteurs
13/05/2001,Up and down - leur hymne officiel,Les Lofteurs
20/05/2001,Up and down - leur hymne officiel,Les Lofteurs
27/05/2001,Up and down - leur hymne officiel,Les Lofteurs
03/06/2001,Up and down - leur hymne officiel,Les Lofteurs
10/06/2001,Up and down - leur hymne officiel,Les Lofteurs
17/06/2001,Up and down - leur hymne officiel,Les Lofteurs
24/06/2001,It's Raining Men,Geri Halliwell
01/07/2001,It's Raining Men,Geri Halliwell
08/07/2001,It's Raining Men,Geri Halliwell
15/07/2001,It's Raining Men,Geri Halliwell
22/07/2001,It's Raining Men,Geri Halliwell
29/07/2001,Family Affair,Mary J. Blige
05/08/2001,You Rock My World,Michael Jackson
12/08/2001,You Rock My World,Michael Jackson
19/08/2001,You Rock My World,Michael Jackson
26/08/2001,Sous le vent,Garou et Céline Dion
02/09/2001,Sous le vent,Garou et Céline Dion
09/09/2001,Sous le vent,Garou et Céline Dion
16/09/2001,Can't Get You Out of My Head,Kylie Minogue
23/09/2001,Toutes les femmes de ta vie,L5
30/09/2001,La Musique,Star Academy 1
07/10/2001,La Musique,Star Academy 1
14/10/2001,La Musique,Star Academy 1
21/10/2001,La Musique,Star Academy 1
28/10/2001,La Musique,Star Academy 1
04/11/2001,La Musique,Star Academy 1
11/11/2001,La Musique,Star Academy 1
18/11/2001,La Musique,Star Academy 1
25/11/2001,La Musique,Star Academy 1
02/12/2001,Gimme! Gimme! Gimme! (A Man After Midnight),Star Academy 1
09/12/2001,Gimme! Gimme! Gimme! (A Man After Midnight),Star Academy 1
16/12/2001,J'ai tout oublié,Marc Lavoine et Cristina Marocco
23/12/2001,J'ai tout oublié,Marc Lavoine et Cristina Marocco
30/12/2001,Qui est l'exemple ?,Rohff
06/01/2002,Qui est l'exemple ?,Rohff
13/01/2002,Qui est l'exemple ?,Rohff
20/01/2002,"Whenever, Wherever",Shakira
27/01/2002,"Whenever, Wherever",Shakira
03/02/2002,"Whenever, Wherever",Shakira
10/02/2002,"Whenever, Wherever",Shakira
17/02/2002,Tous ensemble,Johnny Hallyday
24/02/2002,Stach stach,Bratisla Boys
03/03/2002,Stach stach,Bratisla Boys
10/03/2002,Stach stach,Bratisla Boys
17/03/2002,Stach stach,Bratisla Boys
24/03/2002,Stach stach,Bratisla Boys
31/03/2002,Stach stach,Bratisla Boys
07/04/2002,Un enfant de toi,Phil Barney et Marlène Duval
14/04/2002,Un enfant de toi,Phil Barney et Marlène Duval
21/04/2002,Un enfant de toi,Phil Barney et Marlène Duval
28/04/2002,Stach stach,Bratisla Boys
05/05/2002,Cum-cum mania,Félicien
12/05/2002,J'ai demandé à la lune,Indochine
19/05/2002,Stach stach,Bratisla Boys
26/05/2002,Stach stach,Bratisla Boys
02/06/2002,Stach stach,Bratisla Boys
09/06/2002,Inch'Allah,Mc Solaar
16/06/2002,Inch'Allah,Mc Solaar
23/06/2002,Inch'Allah,Mc Solaar
30/06/2002,Inch'Allah,Mc Solaar
07/07/2002,Aserejé (The Ketchup Song),Las Ketchup
14/07/2002,Aserejé (The Ketchup Song),Las Ketchup
21/07/2002,Aserejé (The Ketchup Song),Las Ketchup
28/07/2002,Aserejé (The Ketchup Song),Las Ketchup
04/08/2002,Aserejé (The Ketchup Song),Las Ketchup
11/08/2002,Aserejé (The Ketchup Song),Las Ketchup
18/08/2002,Aserejé (The Ketchup Song),Las Ketchup
25/08/2002,Aserejé (The Ketchup Song),Las Ketchup
01/09/2002,Aserejé (The Ketchup Song),Las Ketchup
08/09/2002,Marie,Johnny Hallyday
15/09/2002,Aserejé (The Ketchup Song),Las Ketchup
22/09/2002,Plus haut,Whatfor
29/09/2002,Aserejé (The Ketchup Song),Las Ketchup
06/10/2002,Marie,Johnny Hallyday
13/10/2002,Marie,Johnny Hallyday
20/10/2002,Paris Latino (reprise de Bandolero),Star Academy 2
27/10/2002,Paris Latino (reprise de Bandolero),Star Academy 2
03/11/2002,Paris Latino (reprise de Bandolero),Star Academy 2
10/11/2002,Paris Latino (reprise de Bandolero),Star Academy 2
17/11/2002,Paris Latino (reprise de Bandolero),Star Academy 2
24/11/2002,Le Frunkp,Alphonse Brown
01/12/2002,Le Frunkp,Alphonse Brown
08/12/2002,Le Frunkp,Alphonse Brown
15/12/2002,Le Frunkp,Alphonse Brown
22/12/2002,Le Frunkp,Alphonse Brown
29/12/2002,Le Frunkp,Alphonse Brown
05/01/2003,Le Frunkp,Alphonse Brown
12/01/2003,Cassé,Nolwenn Leroy
19/01/2003,Cassé,Nolwenn Leroy
26/01/2003,Entre nous,Chimène Badi
02/02/2003,Entre nous,Chimène Badi
09/02/2003,Ma liberté de penser,Florent Pagny
16/02/2003,Ma liberté de penser,Florent Pagny
23/02/2003,Ma liberté de penser,Florent Pagny
02/03/2003,Ma liberté de penser,Florent Pagny
09/03/2003,Ma liberté de penser,Florent Pagny
16/03/2003,Ma liberté de penser,Florent Pagny
23/03/2003,Sur un air latino,Lorie
30/03/2003,Fan,Pascal Obispo
06/04/2003,Sur un air latino,Lorie
13/04/2003,Chihuahua,DJ BoBo
20/04/2003,Chihuahua,DJ BoBo
27/04/2003,Chihuahua,DJ BoBo
04/05/2003,Chihuahua,DJ BoBo
11/05/2003,Chihuahua,DJ BoBo
18/05/2003,Chihuahua,DJ BoBo
25/05/2003,Chihuahua,DJ BoBo
01/06/2003,Chihuahua,DJ BoBo
08/06/2003,Chihuahua,DJ BoBo
15/06/2003,Chihuahua,DJ BoBo
22/06/2003,Laisse parler les gens,"Jacob Desvarieux, Passi, Jocelyne Labylle et Cheela"
29/06/2003,Laisse parler les gens,"Jacob Desvarieux, Passi, Jocelyne Labylle et Cheela"
06/07/2003,Laisse parler les gens,"Jacob Desvarieux, Passi, Jocelyne Labylle et Cheela"
13/07/2003,Papi chulo (te traigo el mmm...),Lorna
20/07/2003,Hey oh,Tragédie
27/07/2003,Hey oh,Tragédie
03/08/2003,Hey oh,Tragédie
10/08/2003,Hey oh,Tragédie
17/08/2003,Hey oh,Tragédie
24/08/2003,Hey oh,Tragédie
31/08/2003,Hey oh,Tragédie
07/09/2003,Hey oh,Tragédie
14/09/2003,Mon étoile,Linkup
21/09/2003,Mon étoile,Linkup
28/09/2003,Hey oh,TragédieMon étoile
05/10/2003,Hey oh,Tragédie
12/10/2003,L'Orange/ Wot,Star Academy 3
19/10/2003,L'Orange/ Wot,Star Academy 3
26/10/2003,L'Orange/ Wot,Star Academy 3
02/11/2003,Sexy pour moi,Tragédie
09/11/2003,L'Orange/ Wot,Star Academy 3
16/11/2003,Si demain... (Turn Around),Bonnie Tyler et Kareen Antonn
23/11/2003,Shut Up,The Black Eyed Peas
30/11/2003,Si demain... (Turn Around),Bonnie Tyler et Kareen Antonn
07/12/2003,Si demain... (Turn Around),Bonnie Tyler et Kareen Antonn
14/12/2003,Si demain... (Turn Around),Bonnie Tyler et Kareen Antonn
21/12/2003,Si demain... (Turn Around),Bonnie Tyler et Kareen Antonn
28/12/2003,Si demain... (Turn Around),Bonnie Tyler et Kareen Antonn
04/01/2004,Si demain... (Turn Around),Bonnie Tyler et Kareen Antonn
11/01/2004,Si demain... (Turn Around),Bonnie Tyler et Kareen Antonn
18/01/2004,Modern Times,J-Five et Charlie Chaplin
25/01/2004,Si demain... (Turn Around),Bonnie Tyler et Kareen Antonn
01/02/2004,Si demain... (Turn Around),Bonnie Tyler et Kareen Antonn
08/02/2004,Yeah!,Usher
15/02/2004,Dragostea din tei,O-Zone
22/02/2004,Dragostea din tei,O-Zone
29/02/2004,Dragostea din tei,O-Zone
07/03/2004,Dragostea din tei,O-Zone
14/03/2004,Dragostea din tei,O-Zone
21/03/2004,Dragostea din tei,O-Zone
28/03/2004,Dragostea din tei,O-Zone
04/04/2004,Dragostea din tei,O-Zone
11/04/2004,Dragostea din tei,O-Zone
18/04/2004,Dragostea din tei,O-Zone
25/04/2004,Dragostea din tei,O-Zone
02/05/2004,Dragostea din tei,O-Zone
09/05/2004,Dragostea din tei,O-Zone
16/05/2004,Dragostea din tei,O-Zone
23/05/2004,Dragostea din tei,O-Zone
30/05/2004,Femme Like U (donne-moi ton corps...),K-Maro
06/06/2004,Obsesión,Aventura
13/06/2004,Obsesión,Aventura
20/06/2004,Obsesión,Aventura
27/06/2004,Obsesión,Aventura
04/07/2004,Obsesión,Aventura
11/07/2004,Obsesión,Aventura
18/07/2004,Obsesión,Aventura
25/07/2004,"Laissez-moi danser (Monday, Tuesday)",Star Academy 4
01/08/2004,"Laissez-moi danser (Monday, Tuesday)",Star Academy 4
08/08/2004,"Laissez-moi danser (Monday, Tuesday)",Star Academy 4
15/08/2004,"Laissez-moi danser (Monday, Tuesday)",Star Academy 4
22/08/2004,"Laissez-moi danser (Monday, Tuesday)",Star Academy 4
29/08/2004,"Laissez-moi danser (Monday, Tuesday)",Star Academy 4
05/09/2004,Gentleman,Tragédie
12/09/2004,Four to the Floor,Starsailor
19/09/2004,La Rivière de notre enfance,Garou et Michel Sardou
26/09/2004,La Rivière de notre enfance,Garou et Michel Sardou
03/10/2004,La Rivière de notre enfance,Garou et Michel Sardou
10/10/2004,La Rivière de notre enfance,Garou et Michel Sardou
17/10/2004,La Rivière de notre enfance,Garou et Michel Sardou
24/10/2004,Adieu monsieur le professeur,Star Academy 4
31/10/2004,Call on Me,Eric Prydz
07/11/2004,Call on Me,Eric Prydz
14/11/2004,Call on Me,Eric Prydz
21/11/2004,Ma philosophie,Amel Bent
28/11/2004,Ma philosophie,Amel Bent
05/12/2004,Ma philosophie,Amel Bent
12/12/2004,Ma philosophie,Amel Bent
19/12/2004,Ma philosophie,Amel Bent
26/12/2004,Ma philosophie,Amel Bent
02/01/2005,Un monde parfait,Ilona Mitrecey
09/01/2005,Un monde parfait,Ilona Mitrecey
16/01/2005,Un monde parfait,Ilona Mitrecey
23/01/2005,Un monde parfait,Ilona Mitrecey
30/01/2005,Un monde parfait,Ilona Mitrecey
06/02/2005,Un monde parfait,Ilona Mitrecey
13/02/2005,Un monde parfait,Ilona Mitrecey
20/02/2005,Un monde parfait,Ilona Mitrecey
27/02/2005,Un monde parfait,Ilona Mitrecey
06/03/2005,Un monde parfait,Ilona Mitrecey
13/03/2005,Un monde parfait,Ilona Mitrecey
20/03/2005,Un monde parfait,Ilona Mitrecey
27/03/2005,Un monde parfait,Ilona Mitrecey
03/04/2005,Un monde parfait,Ilona Mitrecey
10/04/2005,Un monde parfait,Ilona Mitrecey
17/04/2005,Axel F,Crazy Frog
24/04/2005,Axel F,Crazy Frog
01/05/2005,Axel F,Crazy Frog
08/05/2005,Axel F,Crazy Frog
15/05/2005,Axel F,Crazy Frog
22/05/2005,Axel F,Crazy Frog
29/05/2005,Axel F,Crazy Frog
05/06/2005,Axel F,Crazy Frog
12/06/2005,Axel F,Crazy Frog
19/06/2005,Axel F,Crazy Frog
26/06/2005,Axel F,Crazy Frog
03/07/2005,Axel F,Crazy Frog
10/07/2005,Axel F,Crazy Frog
17/07/2005,Popcorn,Crazy Frog
24/07/2005,Popcorn,Crazy Frog
31/07/2005,Popcorn,Crazy Frog
07/08/2005,Popcorn,Crazy Frog
14/08/2005,Popcorn,Crazy Frog
21/08/2005,Popcorn,Crazy Frog
28/08/2005,Popcorn,Crazy Frog
04/09/2005,Hung Up,Madonna
11/09/2005,Hung Up,Madonna
18/09/2005,Hung Up,Madonna
25/09/2005,Hung Up,Madonna
02/10/2005,Santiano,Star Academy 5
09/10/2005,Santiano,Star Academy 5
16/10/2005,Mon plus beau Noël,Johnny Hallyday
23/10/2005,Hung Up,Madonna
30/10/2005,La camisa negra,Juanes
06/11/2005,La camisa negra,Juanes
13/11/2005,J'voulais,Amine
20/11/2005,Nolwenn Ohwo !,Nolwenn Leroy
27/11/2005,J'voulais,Amine
04/12/2005,J'voulais,Amine
11/12/2005,J'voulais,Amine
18/12/2005,Baila morena,Zucchero et Maná
25/12/2005,Baila morena,Zucchero et Maná
01/01/2006,Baila morena,Zucchero et Maná
08/01/2006,Baila morena,Zucchero et Maná
15/01/2006,Papa Pingouin,Pigloo
22/01/2006,Papa Pingouin,Pigloo
29/01/2006,Papa Pingouin,Pigloo
05/02/2006,La Boulette (génération nan nan),Diam's
12/02/2006,La Boulette (génération nan nan),Diam's
19/02/2006,La Boulette (génération nan nan),Diam's
26/02/2006,Hips Don't Lie,Shakira et Wyclef Jean
05/03/2006,Living on Video,Pakito
12/03/2006,Living on Video,Pakito
19/03/2006,Living on Video,Pakito
26/03/2006,Living on Video,Pakito
02/04/2006,We Are the Champions (ding a dang dong),Crazy Frog
09/04/2006,We Are the Champions (ding a dang dong),Crazy Frog
16/04/2006,We Are the Champions (ding a dang dong),Crazy Frog
23/04/2006,We Are the Champions (ding a dang dong),Crazy Frog
30/04/2006,We Are the Champions (ding a dang dong),Crazy Frog
07/05/2006,Zidane y va marquer (parodie de Madan de Salif Keita et Martin Solveig),Sébastien Cauet
14/05/2006,Zidane y va marquer (parodie de Madan de Salif Keita et Martin Solveig),Sébastien Cauet
21/05/2006,Coup de boule,La Plage
28/05/2006,Coup de boule,La Plage
04/06/2006,Coup de boule,La Plage
11/06/2006,Façon Sex,Tribal King
18/06/2006,Façon Sex,Tribal King
25/06/2006,Façon Sex,Tribal King
02/07/2006,Façon Sex,Tribal King
09/07/2006,Façon Sex,Tribal King
16/07/2006,La Loi du silence,Johnny Hallyday
23/07/2006,Slipping Away (Crier la vie),Moby et Mylène Farmer
30/07/2006,Pas le temps,Faf Larage
06/08/2006,Pas le temps,Faf Larage
13/08/2006,Pas le temps,Faf Larage
20/08/2006,Pas le temps,Faf Larage
27/08/2006,Pas le temps,Faf Larage
03/09/2006,Pas le temps,Faf Larage
10/09/2006,Mon pays,Faudel
17/09/2006,Fous ta cagoule,Fatal Bazooka
24/09/2006,Fous ta cagoule,Fatal Bazooka
01/10/2006,Fous ta cagoule,Fatal Bazooka
08/10/2006,Fous ta cagoule,Fatal Bazooka
15/10/2006,Fous ta cagoule,Fatal Bazooka
22/10/2006,Fous ta cagoule,Fatal Bazooka
29/10/2006,Fous ta cagoule,Fatal Bazooka
05/11/2006,Fous ta cagoule,Fatal Bazooka
12/11/2006,Marly-Gomont,Kamini
19/11/2006,Marly-Gomont,Kamini
26/11/2006,Marly-Gomont,Kamini
03/12/2006,Marly-Gomont,Kamini
10/12/2006,Aux arbres citoyens,Yannick Noah
17/12/2006,Aux arbres citoyens,Yannick Noah
24/12/2006,Aux arbres citoyens,Yannick Noah
31/12/2006,Mauvaise foi nocturne,Fatal Bazooka et Vitoo
07/01/2007,Mauvaise foi nocturne,Fatal Bazooka et Vitoo
14/01/2007,Mauvaise foi nocturne,Fatal Bazooka et Vitoo
21/01/2007,Mauvaise foi nocturne,Fatal Bazooka et Vitoo
28/01/2007,Mauvaise foi nocturne,Fatal Bazooka et Vitoo
04/02/2007,Mauvaise foi nocturne,Fatal Bazooka et VitooMiracle
11/02/2007,Et s'il n'en restait qu'une (Je serais celle-là),Céline Dion
18/02/2007,Beautiful Liar,Beyoncé et Shakira
25/02/2007,Balance-toi,Tony Parker
04/03/2007,Beautiful Liar,Beyoncé et Shakira
11/03/2007,On s'attache,Christophe Maé
18/03/2007,Say it right,Nelly Furtado
25/03/2007,Double je,Christophe Willem
01/04/2007,Double je,Christophe Willem
08/04/2007,De temps en temps,Grégory Lemarchal
15/04/2007,Double je,Christophe Willem
22/04/2007,Double je,Christophe Willem
29/04/2007,"Relax, take it easy",Mika
06/05/2007,"Relax, take it easy",Mika
13/05/2007,Double je,Christophe Willem
20/05/2007,Double je,Christophe Willem
27/05/2007,Double je,Christophe Willem
03/06/2007,4 mots sur un piano,"Patrick Fiori, Jean-Jacques Goldman et Christine Ricol"
10/06/2007,4 mots sur un piano,"Patrick Fiori, Jean-Jacques Goldman et Christine Ricol"
17/06/2007,Garçon,Koxie
24/06/2007,Garçon,Koxie
01/07/2007,Garçon,Koxie
08/07/2007,Garçon,Koxie
15/07/2007,Garçon,Koxie
22/07/2007,Garçon,Koxie
29/07/2007,Garçon,Koxie
05/08/2007,Kamaté,Ora Maté
12/08/2007,Elle,Melissa M
19/08/2007,Don't Stop the Music,Rihanna
26/08/2007,Don't Stop the Music,Rihanna
02/09/2007,Quelque part,Sheryfa Luna
09/09/2007,Quelque part,Sheryfa Luna
16/09/2007,Quelque part,Sheryfa Luna
23/09/2007,Quelque part,Sheryfa Luna
30/09/2007,Parle à ma main,Fatal Bazooka et Yelle
07/10/2007,Parle à ma main,Fatal Bazooka et Yelle
14/10/2007,Parle à ma main,Fatal Bazooka et Yelle
21/10/2007,Parle à ma main,Fatal Bazooka et Yelle
28/10/2007,Parle à ma main,Fatal Bazooka et Yelle
04/11/2007,Parle à ma main,Fatal Bazooka et Yelle
11/11/2007,Parle à ma main,Fatal Bazooka et Yelle
18/11/2007,Il avait les mots,Sheryfa Luna
25/11/2007,Il avait les mots,Sheryfa Luna
02/12/2007,Il avait les mots,Sheryfa Luna
09/12/2007,Il avait les mots,Sheryfa Luna
16/12/2007,Il avait les mots,Sheryfa Luna
23/12/2007,Il avait les mots,Sheryfa Luna
30/12/2007,Il avait les mots,Sheryfa Luna
06/01/2008,Il avait les mots,Sheryfa Luna
13/01/2008,Bleeding Love,Leona Lewis
20/01/2008,Dangerous,"M. Pokora, Timbaland et Sebastian"
27/01/2008,No Stress,Laurent Wolf
03/02/2008,"Hé, biloute! Monte l'son! Hein!",Ch'ti DJ
10/02/2008,Tired of Being Sorry (Laisse le destin l'emporter),Nadiya et Enrique Iglesias
17/02/2008,Tired of Being Sorry (Laisse le destin l'emporter),Nadiya et Enrique Iglesias
24/02/2008,Tired of Being Sorry (Laisse le destin l'emporter),Nadiya et Enrique Iglesias
02/03/2008,Tired of Being Sorry (Laisse le destin l'emporter),Nadiya et Enrique Iglesias
09/03/2008,Tired of Being Sorry (Laisse le destin l'emporter),Nadiya et Enrique Iglesias
16/03/2008,Tired of Being Sorry (Laisse le destin l'emporter),Nadiya et Enrique Iglesias
23/03/2008,Tired of Being Sorry (Laisse le destin l'emporter),Nadiya et Enrique Iglesias
30/03/2008,Tired of Being Sorry (Laisse le destin l'emporter),Nadiya et Enrique Iglesias
